Segment,Point,Elapsed Time (s),Potential (V),Current (A),Frequency (Hz),|Z| (ohms),Zre (ohms),Zim (ohms),Phase of Z (deg),ActionId
1,132,26.6,-0.280022591352463,-0.00030670635169372,0,0,0,0,-0.002284039,39
1,133,26.8,-0.269901275634766,-0.000245365081354976,0,0,0,0,-0.002284039,39
1,134,27,-0.260086685419083,-0.000245365081354976,0,0,0,0,-0.002284039,39
1,135,27.2,-0.249965369701386,-0.000245365081354976,0,0,0,0,-0.002284039,39
1,136,27.4,-0.23984406888485,-0.000245365081354976,0,0,0,0,-0.002284039,39
1,137,27.6,-0.230029463768005,-0.000245365081354976,0,0,0,0,-0.002284039,39
1,138,27.8,-0.220214858651161,-0.000245365081354976,0,0,0,0,-0.002284039,39
1,139,28,-0.210093542933464,-0.000245365081354976,0,0,0,0,-0.002284039,39
1,140,28.2,-0.199972242116928,-0.000184023811016232,0,0,0,0,-0.002284039,39
1,141,28.4,-0.190157637000084,-0.000184023811016232,0,0,0,0,-0.002284039,39
1,142,28.6,-0.180036321282387,-0.000184023811016232,0,0,0,0,-0.002284039,39
1,143,28.8,-0.169915020465851,-0.000184023811016232,0,0,0,0,-0.002284039,39
1,144,29,-0.160100415349007,-0.000184023811016232,0,0,0,0,-0.002284039,39
1,145,29.2,-0.14997909963131,-0.000184023811016232,0,0,0,0,-0.002284039,39
1,146,29.4,-0.140164509415627,-0.000184023811016232,0,0,0,0,-0.002284039,39
1,147,29.6,-0.130043193697929,-0.000184023811016232,0,0,0,0,-0.002284039,39
1,148,29.8,-0.119921885430813,-0.000122682540677488,0,0,0,0,-0.002284039,39
1,149,30,-0.110107280313969,-0.000184023811016232,0,0,0,0,-0.002284039,39
1,150,30.2,-0.100292682647705,-0.000184023811016232,0,0,0,0,-0.002284039,39
1,151,30.4,-0.0901713669300079,-0.000184023811016232,0,0,0,0,-0.002284039,39
1,152,30.6,-0.0800500586628914,-0.000122682540677488,0,0,0,0,-0.002284039,39
1,153,30.8,-0.0702354609966278,-0.000122682540677488,0,0,0,0,-0.002284039,39
1,154,31,-0.060114149004221,-0.000122682540677488,0,0,0,0,-0.002284039,39
1,155,31.2,-0.0499928407371044,-0.000122682540677488,0,0,0,0,-0.002284039,39
1,156,31.4,-0.0401782356202602,-0.000122682540677488,0,0,0,0,-0.002284039,39
1,157,31.6,-0.0300569273531437,-0.000122682540677488,0,0,0,0,-0.002284039,39
1,158,31.8,-0.0202423240989447,-6.13412703387439E-05,0,0,0,0,-0.002284039,39
1,159,32,-0.0101210158318281,-6.13412703387439E-05,0,0,0,0,-0.002284039,39
1,160,32.2,-0.000306412694044411,-6.13412703387439E-05,0,0,0,0,-0.002284039,39
1,161,32.4,0.00950818974524736,0,0,0,0,0,-0.002284039,39
1,162,32.6,0.0196294989436865,0,0,0,0,0,-0.002284039,39
1,163,32.8,0.0294441021978855,6.13412703387439E-05,0,0,0,0,-0.002284039,39
1,164,33,0.0395654104650021,0.000122682540677488,0,0,0,0,-0.002284039,39
1,165,33.2,0.0496867224574089,0.000184023811016232,0,0,0,0,-0.002284039,39
1,166,33.4,0.0595013238489628,0.000245365081354976,0,0,0,0,-0.002284039,39
1,167,33.6,0.0696226358413696,0.000368047622032464,0,0,0,0,-0.002284039,39
1,168,33.8,0.0794372335076332,0.000552071433048695,0,0,0,0,-0.002284039,39
1,169,34,0.0895585417747498,0.000674753973726183,0,0,0,0,-0.002284039,39
1,170,34.2,0.0993731468915939,0.000920118996873498,0,0,0,0,-0.002284039,39
1,171,34.4,0.10949445515871,0.00116548407822847,0,0,0,0,-0.002284039,39
1,172,34.6,0.119309060275555,0.00153353170026094,0,0,0,0,-0.002284039,39
1,173,34.8,0.129430368542671,0.0019015793222934,0,0,0,0,-0.002284039,39
1,174,35,0.139551684260368,0.00233096815645695,0,0,0,0,-0.002284039,39
1,175,35.2,0.149366274476051,0.00276035699062049,0,0,0,0,-0.002284039,39
1,176,35.4,0.159487590193748,0.00325108715333045,0,0,0,0,-0.002284039,39
1,177,35.6,0.169302195310593,0.0038031586445868,0,0,0,0,-0.002284039,39
1,178,35.8,0.179423496127129,0.00435522990301251,0,0,0,0,-0.002284039,39
1,179,36,0.189544811844826,0.00484596006572247,0,0,0,0,-0.002284039,39
1,180,36.2,0.19935941696167,0.00521400757133961,0,0,0,0,-0.002284039,39
1,181,36.4,0.209480717778206,0.00576607929542661,0,0,0,0,-0.002284039,39
1,182,36.6,0.21929532289505,0.00631815055385232,0,0,0,0,-0.002284039,39
1,183,36.8,0.229416638612747,0.00687022181227803,0,0,0,0,-0.002284039,39
1,184,37,0.239231243729591,0.00742229353636503,0,0,0,0,-0.002284039,39
1,185,37.2,0.249352544546127,0.00785168260335922,0,0,0,0,-0.002284039,39
1,186,37.4,0.259473860263824,0.00821973010897636,0,0,0,0,-0.002284039,39
1,187,37.6,0.269288450479507,0.00846509542316198,0,0,0,0,-0.002284039,39
1,188,37.8,0.279409766197205,0.00864911917597055,0,0,0,0,-0.002284039,39
1,189,38,0.28922438621521,0.00871045980602503,0,0,0,0,-0.002284039,39
1,190,38.2,0.299345672130585,0.00864911917597055,0,0,0,0,-0.002284039,39
1,191,38.4,0.30916029214859,0.00846509542316198,0,0,0,0,-0.002284039,39
1,192,38.6,0.319281607866287,0.00834241230040789,0,0,0,0,-0.002284039,39
1,193,38.8,0.329402893781662,0.00809704698622227,0,0,0,0,-0.002284039,39
1,194,39,0.339217513799667,0.0076063172891736,0,0,0,0,-0.002284039,39
1,195,39.2,0.349338829517365,0.00711558712646365,0,0,0,0,-0.002284039,39
1,196,39.4,0.359153419733047,0.00680888071656227,0,0,0,0,-0.002284039,39
1,197,39.6,0.369274735450745,0.00674753962084651,0,0,0,0,-0.002284039,39
1,198,39.8,0.379396051168442,0.00687022181227803,0,0,0,0,-0.002284039,39
1,199,40,0.389210641384125,0.00717692822217941,0,0,0,0,-0.002284039,39
1,200,40.2,0.399331957101822,0.00772899994626641,0,0,0,0,-0.002284039,39
1,201,40.4,0.409146547317505,0.00809704698622227,0,0,0,0,-0.002284039,39
1,202,40.6,0.419267863035202,0.00864911917597055,0,0,0,0,-0.002284039,39
1,203,40.8,0.429389178752899,0.00920119043439627,0,0,0,0,-0.002284039,39
1,204,41,0.439203768968582,0.00981460325419903,0,0,0,0,-0.002284039,39
1,205,41.2,0.449018388986588,0.0105506982654333,0,0,0,0,-0.002284039,39
1,206,41.4,0.459139674901962,0.0112867932766676,0,0,0,0,-0.002284039,39
1,207,41.6,0.469260990619659,0.0117775239050388,0,0,0,0,-0.002284039,39
1,208,41.8,0.479075610637665,0.0122069120407104,0,0,0,0,-0.002284039,39
1,209,42,0.48919689655304,0.0126976426690817,0,0,0,0,-0.002284039,39
1,210,42.2,0.499318212270737,0.0130043486133218,0,0,0,0,-0.002284039,39
1,211,42.4,0.50913280248642,0.0131270317360759,0,0,0,0,-0.002284039,39
1,212,42.6,0.519254148006439,0.0131883723661304,0,0,0,0,-0.002284039,39
1,213,42.8,0.5290687084198,0.0132497139275074,0,0,0,0,-0.002284039,39
1,214,43,0.539190053939819,0.013433737680316,0,0,0,0,-0.002284039,39
1,215,43.2,0.54900461435318,0.013495079241693,0,0,0,0,-0.002284039,39
1,216,43.4,0.559125959873199,0.013495079241693,0,0,0,0,-0.002284039,39
1,217,43.6,0.568940579891205,0.0136177614331245,0,0,0,0,-0.002284039,39
1,218,43.8,0.57906186580658,0.0136177614331245,0,0,0,0,-0.002284039,39
1,219,44,0.589183151721954,0.0136177614331245,0,0,0,0,-0.002284039,39
1,220,44.2,0.59899777173996,0.0136791029945016,0,0,0,0,-0.002284039,39
1,221,44.4,0.609119057655334,0.0138017851859331,0,0,0,0,-0.002284039,39
1,222,44.6,0.61893367767334,0.0138631267473102,0,0,0,0,-0.002284039,39
1,223,44.8,0.629055023193359,0.0139244673773646,0,0,0,0,-0.002284039,39
1,224,45,0.639176309108734,0.0140471505001187,0,0,0,0,-0.002284039,39
1,225,45.2,0.64899092912674,0.0141698326915503,0,0,0,0,-0.002284039,39
1,226,45.4,0.659112215042114,0.0142925158143044,0,0,0,0,-0.002284039,39
1,227,45.6,0.66892683506012,0.0143538564443588,0,0,0,0,-0.002284039,39
1,228,45.8,0.679048120975494,0.0145378801971674,0,0,0,0,-0.002284039,39
1,229,46,0.689169466495514,0.0146605633199215,0,0,0,0,-0.002284039,39
1,230,46.2,0.698984026908875,0.014721903949976,0,0,0,0,-0.002284039,39
1,231,46.4,0.709105372428894,0.0149059277027845,0,0,0,0,-0.002284039,39
1,232,46.6,0.718919932842255,0.0149059277027845,0,0,0,0,-0.002284039,39
1,233,46.8,0.729041278362274,0.0150899523869157,0,0,0,0,-0.002284039,39
1,234,47,0.738855838775635,0.0153353167697787,0,0,0,0,-0.002284039,39
1,235,47.2,0.748977184295654,0.0154579998925328,0,0,0,0,-0.002284039,39
1,236,47.4,0.75879180431366,0.0155806820839643,0,0,0,0,-0.002284039,39
1,237,47.6,0.768913090229034,0.015887388959527,0,0,0,0,-0.002284039,39
1,238,47.8,0.779034376144409,0.0160714127123356,0,0,0,0,-0.002284039,39
1,239,48,0.788848996162415,0.0161327533423901,0,0,0,0,-0.002284039,39
1,240,48.2,0.798970282077789,0.0163167770951986,0,0,0,0,-0.002284039,39
1,241,48.4,0.809091627597809,0.0164394602179527,0,0,0,0,-0.002284039,39
1,242,48.6,0.818906247615814,0.0165621414780617,0,0,0,0,-0.002284039,39
1,243,48.8,0.829027533531189,0.0166848246008158,0,0,0,0,-0.002284039,39
1,244,49,0.838842153549194,0.0168688483536243,0,0,0,0,-0.002284039,39
1,245,49.2,0.848963439464569,0.0169915314763784,0,0,0,0,-0.002284039,39
1,246,49.4,0.858778059482574,0.017175555229187,0,0,0,0,-0.002284039,39
1,247,49.6,0.868899345397949,0.0174822621047497,0,0,0,0,-0.002284039,39
1,248,49.8,0.879020690917969,0.0177276264876127,0,0,0,0,-0.002284039,39
1,249,50,0.888835251331329,0.0181570146232843,0,0,0,0,-0.002284039,39
1,250,50.2,0.898956596851349,0.018463721498847,0,0,0,0,-0.002284039,39
1,251,50.4,0.908771157264709,0.0188317690044641,0,0,0,0,-0.002284039,39
1,252,50.6,0.918892502784729,0.019506523385644,0,0,0,0,-0.002284039,39
1,253,50.8,0.929013788700104,0.0199972540140152,0,0,0,0,-0.002284039,39
1,254,51,0.938828408718109,0.0203653015196323,0,0,0,0,-0.002284039,39
1,255,51.2,0.948949694633484,0.0207333490252495,0,0,0,0,-0.002284039,39
1,256,51.4,0.958764314651489,0.0211627371609211,0,0,0,0,-0.002284039,39
1,257,51.6,0.968885600566864,0.0215307846665382,0,0,0,0,-0.002284039,39
1,258,51.8,0.979006946086884,0.021960174664855,0,0,0,0,-0.002284039,39
