Segment,Point,Elapsed Time (s),Potential (V),Current (A),Frequency (Hz),|Z| (ohms),Zre (ohms),Zim (ohms),Phase of Z (deg),ActionId
0,104,31.5,-1.55837464332581,-0.00239230948500335,0,0,0,0,-0.002284039,39
0,105,31.8,-1.57340323925018,-0.00239230948500335,0,0,0,0,-0.002284039,39
0,106,32.1,-1.58843183517456,-0.00251499190926552,0,0,0,0,-0.002284039,39
0,107,32.4,-1.60346043109894,-0.00263767456635833,0,0,0,0,-0.002284039,39
0,108,32.7,-1.61848902702332,-0.00276035699062049,0,0,0,0,-0.002284039,39
0,109,33,-1.63351762294769,-0.00300572207197547,0,0,0,0,-0.002284039,39
0,110,33.3,-1.64854633808136,-0.00312840472906828,0,0,0,0,-0.002284039,39
0,111,33.6,-1.66357493400574,-0.00337376981042326,0,0,0,0,-0.002284039,39
0,112,33.9,-1.67860352993011,-0.00361913489177823,0,0,0,0,-0.002284039,39
0,113,34.2,-1.69332540035248,-0.00386449997313321,0,0,0,0,-0.002284039,39
0,114,34.5,-1.70835399627686,-0.00410986505448818,0,0,0,0,-0.002284039,39
0,115,34.8,-1.72338259220123,-0.00435522990301251,0,0,0,0,-0.002284039,39
0,116,35.1,-1.73841118812561,-0.00466193631291389,0,0,0,0,-0.002284039,39
0,117,35.4,-1.75343990325928,-0.00490730162709951,0,0,0,0,-0.002284039,39
0,118,35.7,-1.76846849918365,-0.00502998381853104,0,0,0,0,-0.002284039,39
0,119,36,-1.78349709510803,-0.00539803178980947,0,0,0,0,-0.002284039,39
0,120,36.3,-1.7982189655304,-0.00809704698622227,0,0,0,0,-0.002284039,39
1,121,36.6,-1.78380382061005,-0.00509132537990808,0,0,0,0,-0.002284039,39
1,122,36.9,-1.76877522468567,-0.00318974582478404,0,0,0,0,-0.002284039,39
1,123,37.2,-1.75405323505402,-0.00368047598749399,0,0,0,0,-0.002284039,39
1,124,37.5,-1.73902463912964,-0.00417120615020394,0,0,0,0,-0.002284039,39
1,125,37.8,-1.72399604320526,-0.00386449997313321,0,0,0,0,-0.002284039,39
1,126,38.1,-1.70896744728088,-0.00361913489177823,0,0,0,0,-0.002284039,39
1,127,38.4,-1.69393885135651,-0.00331242848187685,0,0,0,0,-0.002284039,39
1,128,38.7,-1.67891025543213,-0.00306706340052187,0,0,0,0,-0.002284039,39
1,129,39,-1.66418826580048,-0.0028216983191669,0,0,0,0,-0.002284039,39
1,130,39.3,-1.6491596698761,-0.00257633323781192,0,0,0,0,-0.002284039,39
1,131,39.6,-1.63413107395172,-0.00239230948500335,0,0,0,0,-0.002284039,39
1,132,39.9,-1.61910247802734,-0.00220828573219478,0,0,0,0,-0.002284039,39
1,133,40.2,-1.60438060760498,-0.00208560307510197,0,0,0,0,-0.002284039,39
1,134,40.5,-1.5893520116806,-0.0019015793222934,0,0,0,0,-0.002284039,39
1,135,40.8,-1.57432329654694,-0.00177889678161591,0,0,0,0,-0.002284039,39
1,136,41.1,-1.55929470062256,-0.00165621424093843,0,0,0,0,-0.002284039,39
1,137,41.4,-1.54426610469818,-0.00153353170026094,0,0,0,0,-0.002284039,39
1,138,41.7,-1.5292375087738,-0.00147219048812985,0,0,0,0,-0.002284039,39
1,139,42,-1.51420891284943,-0.00141084915958345,0,0,0,0,-0.002284039,39
1,140,42.3,-1.49918031692505,-0.00134950794745237,0,0,0,0,-0.002284039,39
1,141,42.6,-1.48445844650269,-0.00128816661890596,0,0,0,0,-0.002284039,39
1,142,42.9,-1.46942973136902,-0.00122682540677488,0,0,0,0,-0.002284039,39
1,143,43.2,-1.45440113544464,-0.00122682540677488,0,0,0,0,-0.002284039,39
1,144,43.5,-1.43937253952026,-0.00116548407822847,0,0,0,0,-0.002284039,39
1,145,43.8,-1.42434394359589,-0.00110414286609739,0,0,0,0,-0.002284039,39
1,146,44.1,-1.40962207317352,-0.00110414286609739,0,0,0,0,-0.002284039,39
1,147,44.4,-1.39459347724915,-0.000981460325419903,0,0,0,0,-0.002284039,39
1,148,44.7,-1.37956488132477,-0.000981460325419903,0,0,0,0,-0.002284039,39
1,149,45,-1.3645361661911,-0.000920118996873498,0,0,0,0,-0.002284039,39
1,150,45.3,-1.34950757026672,-0.000920118996873498,0,0,0,0,-0.002284039,39
1,151,45.6,-1.33478569984436,-0.000858777726534754,0,0,0,0,-0.002284039,39
1,152,45.9,-1.31975710391998,-0.000858777726534754,0,0,0,0,-0.002284039,39
1,153,46.2,-1.30472850799561,-0.00079743645619601,0,0,0,0,-0.002284039,39
1,154,46.5,-1.28969991207123,-0.00079743645619601,0,0,0,0,-0.002284039,39
1,155,46.8,-1.27497792243958,-0.00079743645619601,0,0,0,0,-0.002284039,39
1,156,47.1,-1.2599493265152,-0.000736095244064927,0,0,0,0,-0.002284039,39
1,157,47.4,-1.24492073059082,-0.000674753973726183,0,0,0,0,-0.002284039,39
1,158,47.7,-1.22989213466644,-0.000674753973726183,0,0,0,0,-0.002284039,39
1,159,48,-1.21486353874207,-0.000674753973726183,0,0,0,0,-0.002284039,39
1,160,48.3,-1.19983494281769,-0.000674753973726183,0,0,0,0,-0.002284039,39
1,161,48.6,-1.18480634689331,-0.000613412703387439,0,0,0,0,-0.002284039,39
1,162,48.9,-1.17008435726166,-0.000613412703387439,0,0,0,0,-0.002284039,39
1,163,49.2,-1.15505576133728,-0.000613412703387439,0,0,0,0,-0.002284039,39
1,164,49.5,-1.1400271654129,-0.000552071433048695,0,0,0,0,-0.002284039,39
1,165,49.8,-1.12530529499054,-0.000552071433048695,0,0,0,0,-0.002284039,39
1,166,50.1,-1.11027669906616,-0.000490730162709951,0,0,0,0,-0.002284039,39
1,167,50.4,-1.09524810314178,-0.000490730162709951,0,0,0,0,-0.002284039,39
1,168,50.7,-1.08021938800812,-0.000490730162709951,0,0,0,0,-0.002284039,39
1,169,51,-1.06519079208374,-0.000490730162709951,0,0,0,0,-0.002284039,39
1,170,51.3,-1.05016219615936,-0.000429388863267377,0,0,0,0,-0.002284039,39
1,171,51.6,-1.035440325737,-0.000429388863267377,0,0,0,0,-0.002284039,39
1,172,51.9,-1.02041172981262,-0.000429388863267377,0,0,0,0,-0.002284039,39
1,173,52.2,-1.00538313388824,-0.000368047622032464,0,0,0,0,-0.002284039,39
1,174,52.5,-0.990354478359222,-0.000368047622032464,0,0,0,0,-0.002284039,39
1,175,52.8,-0.975325882434845,-0.000368047622032464,0,0,0,0,-0.002284039,39
1,176,53.1,-0.960603952407837,-0.00030670635169372,0,0,0,0,-0.002284039,39
