Potential (V),Current (A)
-1.114264131,0.014740307
-1.110890388,0.01471577
-1.104756236,0.014764844
-1.101382494,0.014801648
-1.098622084,0.014875257
-1.095555067,0.014979538
-1.092794657,0.015053147
-1.089420915,0.015267842
-1.086660504,0.015445732
-1.082980037,0.015734036
-1.07991302,0.01601007
-1.07715261,0.016286107
-1.074392319,0.016629618
-1.071018577,0.016936325
-1.067951441,0.017377982
-1.064884424,0.01773376
-1.061510682,0.018181551
-1.058443546,0.018598672
-1.055989981,0.019113939
-1.052616119,0.019616937
-1.049855828,0.020046327
-1.047095418,0.020445045
-1.044028401,0.020892836
-1.040654659,0.021316091
-1.038200974,0.021653468
-1.034827232,0.022027649
-1.031760097,0.022205539
-1.02869308,0.022322087
-1.02593267,0.022346623
-1.021945477,0.022297552
-1.019491911,0.021690272
-1.015504718,0.020003388
-1.012130976,0.017574273
-1.007837057,0.010532295
-1.001396179,-0.01380792
-0.996795595,-0.020099694
-0.991581619,-0.03063383
-0.988514543,-0.031075487
-0.985447466,-0.031265642
-0.982073724,-0.031326987
-0.979006648,-0.031314716
-0.975632846,-0.031247241
-0.973179221,-0.031173632
-0.969498754,-0.031063218
-0.966431677,-0.03094667
-0.963671327,-0.03081172
-0.960297525,-0.030682903
-0.957537174,-0.030529549
-0.954163432,-0.030370062
-0.951096356,-0.030228976
-0.94802928,-0.030069489
-0.945268929,-0.029910002
-0.941895187,-0.029750515
-0.939134836,-0.029584894
-0.935454309,-0.029413138
-0.933000684,-0.029247517
-0.929626942,-0.02908803
-0.926866531,-0.028916273
-0.920732439,-0.028591165
-0.917358637,-0.028443946
-0.913984895,-0.028278325
-0.911224544,-0.028118838
-0.908464193,-0.027983887
-0.905090392,-0.027818264
-0.90171665,-0.027664911
-0.898956299,-0.027511559
-0.896195948,-0.027345937
-0.892822146,-0.027204853
-0.889448404,-0.027051499
-0.886688054,-0.026922682
-0.882700861,-0.026763195
-0.880860627,-0.026634378
-0.877180159,-0.026487159
-0.874419749,-0.026370611
-0.871659398,-0.026235661
-0.86797893,-0.026088441
-0.86521858,-0.02595349
-0.861844838,-0.025824673
-0.859697878,-0.025677456
-0.856017411,-0.02553637
-0.852950335,-0.025407553
-0.849883258,-0.025278736
-0.846509516,-0.025137652
-0.843749166,-0.024996568
-0.840375364,-0.024855481
-0.838228405,-0.024732798
-0.834854662,-0.024610117
-0.832094312,-0.0244813
-0.828107119,-0.024352483
-0.825040042,-0.024223667
-0.821972966,-0.024088716
-0.819212615,-0.023972167
-0.815838873,-0.023849485
-0.812158406,-0.023726802
-0.810318172,-0.023604119
-0.806637645,-0.023475302
-0.803877294,-0.023346487
-0.800503552,-0.023229938
-0.797436476,-0.023125658
-0.794062734,-0.022990707
-0.791609049,-0.022868024
-0.788235307,-0.022739207
-0.785474956,-0.022647196
-0.781487763,-0.022530647
-0.779034078,-0.022407966
-0.775967062,-0.022291416
-0.772899985,-0.022181002
-0.769832909,-0.022058319
-0.766765833,-0.021941772
-0.763392091,-0.021819089
-0.76063174,-0.021702541
-0.757871389,-0.021598261
-0.754190862,-0.021475578
-0.751123846,-0.021365164
-0.748056769,-0.021260884
-0.744682968,-0.021144334
-0.742229342,-0.02104619
-0.739162266,-0.020935774
-0.735788524,-0.020819226
-0.732721448,-0.020702679
-0.729654372,-0.020592263
-0.726894021,-0.020475715
-0.723826945,-0.020365302
-0.720453203,-0.020261021
-0.717386127,-0.020150607
-0.71431905,-0.020034058
-0.711251974,-0.019923644
-0.707878232,-0.019819364
-0.704811156,-0.019702815
-0.701437414,-0.01960467
-0.698370337,-0.019494254
-0.695609987,-0.01938384
-0.692849636,-0.019273426
-0.68978256,-0.019181415
-0.686408818,-0.019077135
-0.683341742,-0.01896672
-0.680581391,-0.018850172
-0.677207589,-0.018764295
-0.674447238,-0.018653879
-0.671073496,-0.018555734
-0.668619812,-0.018445319
-0.664939344,-0.018347174
-0.662178993,-0.018230624
-0.658805192,-0.018114077
-0.655431449,-0.018022064
-0.652977824,-0.017923918
-0.649297297,-0.017825773
-0.646536946,-0.017715359
-0.643776596,-0.01759881
-0.640096128,-0.017519066
-0.637029052,-0.017427055
-0.634268701,-0.017328909
-0.630894959,-0.017230762
-0.627827883,-0.017120348
-0.625067532,-0.017016068
-0.621387064,-0.016911788
-0.618626714,-0.016801374
-0.615559638,-0.016703228
-0.612492561,-0.016598947
-0.609425485,-0.016488533
-0.606665134,-0.016390387
-0.603598058,-0.016279973
-0.599610925,-0.016181827
-0.597463965,-0.016077546
-0.594396889,-0.0159794
-0.590716422,-0.01587512
-0.587956071,-0.015776973
-0.584582269,-0.015678829
-0.581515193,-0.015580682
-0.578754842,-0.015476402
-0.575687826,-0.015378256
-0.572314024,-0.015286244
-0.569246948,-0.015181964
-0.566486597,-0.015108354
-0.563419521,-0.015004074
-0.560352504,-0.014912062
-0.557285428,-0.01482005
-0.553911626,-0.014721904
-0.551151276,-0.014623758
-0.547470808,-0.014519478
-0.544710457,-0.014427466
-0.541643381,-0.014323186
-0.537962914,-0.01422504
-0.535202563,-0.014145296
-0.532748938,-0.014047151
-0.529988527,-0.013985809
-0.527534902,-0.013880302
-0.523547709,-0.01378829
-0.521094084,-0.013690758
-0.517720282,-0.013600586
-0.514653265,-0.013502439
-0.511892855,-0.013408587
-0.508212388,-0.013314122
-0.505758762,-0.013214749
-0.501771569,-0.013121511
-0.499317914,-0.013027659
-0.496250868,-0.012927059
-0.493183792,-0.01283382
-0.490116745,-0.012738741
-0.486742973,-0.012640595
-0.483675897,-0.01254797
-0.480915546,-0.012457798
-0.477541775,-0.012345544
-0.474474698,-0.012246171
-0.471407652,-0.012137596
-0.468647301,-0.012036997
-0.465580225,-0.011932717
-0.461899757,-0.01182721
-0.459446102,-0.01172293
-0.45607233,-0.011617423
-0.453005254,-0.011509462
-0.449938208,-0.011404568
-0.447177857,-0.011298448
-0.44349736,-0.011193555
-0.440430313,-0.011087434
-0.437669933,-0.010978247
-0.433989465,-0.010865992
-0.43153581,-0.010771527
-0.427855343,-0.010656819
-0.425401688,-0.010552539
-0.422027916,-0.010449485
-0.418960869,-0.010348885
-0.415893793,-0.010248286
-0.412520021,-0.010145232
-0.409452975,-0.010039112
-0.406385899,-0.009945259
-0.403012127,-0.009866743
-0.400558472,-0.009770437
-0.396878004,-0.009666157
-0.394117653,-0.009574759
-0.390743881,-0.00948704
-0.387983531,-0.009388281
-0.38522315,-0.009294429
-0.381849408,-0.009199963
-0.379089028,-0.009106725
-0.376021981,-0.009025141
-0.372648209,-0.008932515
-0.369274437,-0.008860133
-0.365900666,-0.008770575
-0.363447011,-0.00868163
-0.360379964,-0.008601886
-0.357006192,-0.008515395
-0.353939116,-0.008435038
-0.350565344,-0.00835284
-0.347804993,-0.008273097
-0.345044643,-0.00818722
-0.341670871,-0.008121584
-0.338603795,-0.008037547
-0.335230023,-0.007948602
-0.332776368,-0.007864564
-0.329402596,-0.00778666
-0.326028854,-0.007703236
-0.323268473,-0.007616132
-0.320508122,-0.007536388
-0.317134351,-0.00744315
-0.313453883,-0.007365246
-0.311000228,-0.007273234
-0.307626456,-0.007184289
-0.30455941,-0.007105772
-0.301185638,-0.007016214
-0.298118562,-0.006936471
-0.295051485,-0.006843845
-0.292291135,-0.006761034
-0.289224088,-0.006663502
-0.286157012,-0.006585598
-0.283089966,-0.00649604
-0.279716194,-0.006410776
-0.276955813,-0.006329192
-0.273582041,-0.00623718
-0.270821691,-0.00615437
-0.267141223,-0.006069718
-0.264380872,-0.005982
-0.260700375,-0.005896736
-0.258553445,-0.005810858
-0.254872978,-0.0057213
-0.252419323,-0.005629288
-0.24873884,-0.005550771
-0.245671779,-0.005459373
-0.242911428,-0.005376562
-0.239537656,-0.00528639
-0.236777291,-0.005198059
-0.233096823,-0.005109114
-0.230336457,-0.005025077
-0.227269396,-0.00494288
-0.224202335,-0.004853935
-0.220521852,-0.004768057
-0.218068212,-0.004683406
-0.215001151,-0.004598755
-0.212240785,-0.00451165
-0.208867013,-0.004431293
-0.205799952,-0.004350323
-0.203039601,-0.004260151
-0.199359119,-0.00417366
-0.196905464,-0.004078581
-0.193224996,-0.00399393
-0.190464631,-0.003908052
-0.187090874,-0.003821561
-0.184637219,-0.00373323
-0.180650041,-0.003642444
-0.177582964,-0.003552273
-0.174822614,-0.003461488
-0.171448842,-0.003370089
-0.167768374,-0.003268263
-0.16562143,-0.003175637
-0.162861064,-0.003075038
-0.159487292,-0.002973825
-0.156420231,-0.002869545
-0.15335317,-0.002764651
-0.149979398,-0.002655464
-0.147219047,-0.002546889
-0.143845275,-0.002435862
-0.140778214,-0.002310112
-0.137404442,-0.002186203
-0.134644076,-0.002058
-0.131883726,-0.001925502
-0.128816664,-0.001787485
-0.125136182,-0.001634745
-0.12206912,-0.001469737
-0.119002059,-0.00128878
-0.116548412,-0.001095432
-0.112561226,-0.000882578
-0.109800868,-0.000660523
-0.106427103,-0.000420862
-0.103973448,-0.000180895
-0.10121309,4.82E-05
-0.097839326,0.000201003
-0.094158843,0.000479934
-0.091398492,0.000679907
-0.088638134,0.00086252
-0.085264362,0.001045991
-0.082504004,0.001217808
-0.079130232,0.001383736
-0.076063171,0.001548622
-0.07299611,0.00170449
-0.069622338,0.001860971
-0.066555277,0.002008313
-0.063794918,0.002159213
-0.06042115,0.002308885
-0.057047378,0.002456104
-0.054287024,0.00260271
-0.051526666,0.002750542
-0.048766308,0.002898375
-0.045392539,0.003044981
-0.042325474,0.003190973
-0.039565116,0.003332671
-0.036191348,0.00347621
-0.03343099,0.003617908
-0.030670634,0.003762673
-0.026990158,0.003909279
-0.023616388,0.004047297
-0.020549325,0.004190222
-0.017482262,0.00432824
-0.014108492,0.004469938
-0.011348135,0.004609183
-0.008281071,0.004744747
-0.004907302,0.004882152
-0.002146944,0.005013422
-0.001533532,-0.007343163
-0.004293889,-0.007459098
-0.007974365,-0.007589755
-0.010121309,-0.007708757
-0.013801785,-0.007834507
-0.016868848,-0.007960256
-0.019935912,-0.008076805
-0.023002975,-0.00819826
-0.026990158,-0.008309902
-0.029750515,-0.008434424
-0.031897459,-0.008552199
-0.035271227,-0.008676109
-0.038644999,-0.008791431
-0.041712061,-0.008915953
-0.044779126,-0.009036182
-0.048152894,-0.00914905
-0.050913252,-0.009264985
-0.05367361,-0.009380307
-0.057354085,-0.009493175
-0.06042115,-0.009608496
-0.063181505,-0.009727499
-0.066555277,-0.009840979
-0.069622338,-0.009966729
-0.07299611,-0.010080824
-0.075756468,-0.010193079
-0.078823529,-0.01030656
-0.082197301,-0.010412067
-0.084650949,-0.010524321
-0.08771801,-0.010636576
-0.091091782,-0.010752511
-0.094465554,-0.010866606
-0.096919201,-0.010983154
-0.100292973,-0.011091728
-0.103666745,-0.011202755
-0.106427103,-0.011310716
-0.109187454,-0.011418063
-0.112867936,-0.011529705
-0.116241701,-0.011634598
-0.11930877,-0.011746853
-0.121762417,-0.011855427
-0.125136182,-0.011967068
-0.127896547,-0.012073802
-0.131577015,-0.01218667
-0.134337381,-0.012295857
-0.136791021,-0.012396457
-0.140471503,-0.012505644
-0.143538564,-0.012611152
-0.14629893,-0.012712364
-0.149672687,-0.012824005
-0.152739763,-0.012927059
-0.155806825,-0.013038087
-0.159180596,-0.013147274
-0.161940947,-0.013250328
-0.164701298,-0.013356448
-0.16838178,-0.013462568
-0.170835435,-0.013561328
-0.174822614,-0.013669288
-0.177582964,-0.013772341
-0.180650041,-0.013877848
-0.183717102,-0.013983356
-0.187397569,-0.014090703
-0.190157935,-0.014194369
-0.192918286,-0.01429865
-0.195985347,-0.014392502
-0.199052408,-0.014490034
-0.202119485,-0.014591861
-0.205186546,-0.014704728
-0.208560318,-0.014805328
-0.211013958,-0.014911449
-0.21469444,-0.015012048
-0.217148095,-0.015106514
-0.221441984,-0.015203433
-0.223895624,-0.015300966
-0.227269396,-0.015397272
-0.230029762,-0.015500325
-0.232790112,-0.015603378
-0.236777291,-0.01570091
-0.239230946,-0.015800897
-0.242298007,-0.015893523
-0.245671779,-0.015981855
-0.24873884,-0.016073866
-0.251499206,-0.016165879
-0.254872978,-0.016267704
-0.258553445,-0.016357876
-0.2610071,-0.016452955
-0.264074147,-0.016541285
-0.267141223,-0.016635139
-0.270514995,-0.016725311
-0.273275346,-0.016813029
-0.276342422,-0.016901359
-0.278796077,-0.016982943
-0.282476544,-0.017072503
-0.285850316,-0.017147951
-0.288917363,-0.017236283
-0.291677743,-0.01731848
-0.295358211,-0.017404972
-0.297811866,-0.017489009
-0.301492333,-0.017571207
-0.304252684,-0.017647883
-0.30731976,-0.017717812
-0.310386807,-0.017798169
-0.313453883,-0.017869938
-0.316520929,-0.017950295
-0.31928131,-0.018033106
-0.322961777,-0.018109169
-0.324802011,-0.018138614
-0.327869087,-0.018212222
-0.330629438,-0.018285831
-0.333696485,-0.018359441
-0.337070256,-0.018426917
-0.340444028,-0.018500527
-0.343204409,-0.018568002
-0.346271455,-0.018647745
-0.349338531,-0.018709086
-0.352712303,-0.018776562
-0.35577935,-0.018844038
-0.358233005,-0.018911513
-0.361606777,-0.018978989
-0.364980549,-0.019052599
-0.368354321,-0.01910167
-0.370807976,-0.019181415
-0.374488443,-0.019242756
-0.377555519,-0.01931023
-0.380009145,-0.019377707
-0.383382916,-0.019408377
-0.386449993,-0.01948812
-0.39013046,-0.019555597
-0.392890811,-0.019623071
-0.395651191,-0.019684413
-0.399024963,-0.019758023
-0.40209201,-0.019800961
-0.405159086,-0.019862304
-0.408226132,-0.01991751
-0.411293209,-0.019978851
-0.414360255,-0.020052461
-0.417427331,-0.020101534
-0.420494378,-0.020156741
-0.423561454,-0.020211948
-0.426935226,-0.020261021
-0.429695576,-0.020316228
-0.433069348,-0.020377569
-0.436136425,-0.020426642
-0.438896775,-0.020487983
-0.441963822,-0.020537056
-0.445030898,-0.020604532
-0.448097974,-0.020641336
-0.451471746,-0.020696543
-0.454845488,-0.020739483
-0.457299143,-0.020806959
-0.460672915,-0.020849897
-0.464046687,-0.020911239
-0.466807038,-0.02096031
-0.469874114,-0.020990983
-0.473247886,-0.02104619
-0.476314932,-0.021095263
-0.479382008,-0.021138201
-0.48275578,-0.021205677
-0.485516131,-0.021248614
-0.488889903,-0.021297688
-0.491650254,-0.021346761
-0.49471733,-0.021401968
-0.498091102,-0.021426504
-0.501771569,-0.021475578
-0.504225194,-0.021530785
-0.507292271,-0.021579858
-0.510359347,-0.021622797
-0.513119698,-0.021678004
-0.516186774,-0.021720942
-0.519867241,-0.021770015
-0.522627592,-0.021806821
-0.525694668,-0.021855894
-0.528455019,-0.021892698
-0.531828821,-0.021947905
-0.534895837,-0.021990845
-0.537962914,-0.022021515
-0.54102999,-0.022088991
-0.54379034,-0.022131929
-0.547470808,-0.022168735
-0.550537884,-0.022211673
-0.55360496,-0.022254612
-0.556672037,-0.022303686
-0.56065917,-0.022346623
-0.563112855,-0.022389563
-0.566179931,-0.022426367
-0.569246948,-0.022481576
-0.571700633,-0.022536783
-0.574767709,-0.022585856
-0.578754842,-0.02262266
-0.581515193,-0.022659464
-0.584582269,-0.022708537
-0.587956071,-0.02275761
-0.590409696,-0.022812817
-0.593476772,-0.02286189
-0.596850514,-0.022917097
-0.599917591,-0.022941634
-0.603291392,-0.023002975
-0.605438292,-0.023058183
-0.608812094,-0.023101121
-0.612492561,-0.023162464
-0.615252912,-0.023199268
-0.618319988,-0.023254475
-0.62169373,-0.023309682
-0.625067532,-0.023352621
-0.628134608,-0.023413962
-0.630281508,-0.023456901
-0.633961976,-0.023512108
-0.636722386,-0.023567315
-0.639789402,-0.023616388
-0.643163204,-0.023659328
-0.646843672,-0.023720669
-0.649604023,-0.023769742
-0.652364373,-0.023831083
-0.655431449,-0.023874022
-0.658498526,-0.023941496
-0.661565602,-0.02399057
-0.665246069,-0.024045777
-0.668313086,-0.024100984
-0.670766771,-0.024143923
-0.674140513,-0.024211399
-0.677207589,-0.024260471
-0.680581391,-0.024309544
-0.683341742,-0.024370886
-0.686408818,-0.024426093
-0.689475834,-0.0244813
-0.692542911,-0.024536507
-0.695916712,-0.02458558
-0.698677063,-0.024653055
-0.70174408,-0.024714397
-0.704811156,-0.024769604
-0.708798349,-0.024818677
-0.710945308,-0.024867751
-0.714012384,-0.024941359
-0.717386127,-0.024996568
-0.720453203,-0.025064042
-0.723520279,-0.025113115
-0.72628063,-0.025180591
-0.729961097,-0.025248066
-0.732414722,-0.025297139
-0.735788524,-0.025358479
-0.739162266,-0.025425956
-0.741615951,-0.025475029
-0.744682968,-0.025548639
-0.748363495,-0.025609979
-0.751430511,-0.025665186
-0.754497588,-0.025720393
-0.757871389,-0.0257756
-0.760325015,-0.025843076
-0.763698816,-0.025904417
-0.766765833,-0.025971893
-0.770139635,-0.0260271
-0.773513377,-0.026094576
-0.776273727,-0.026162051
-0.779340804,-0.026235661
-0.781794488,-0.026303135
-0.784861505,-0.026358344
-0.788235307,-0.026425818
-0.791609049,-0.026474891
-0.7943694,-0.026542367
-0.797436476,-0.026597574
-0.801116943,-0.026677318
-0.803570628,-0.026726391
-0.80694437,-0.026793865
-0.810318172,-0.026855208
-0.813078523,-0.026922682
-0.815838873,-0.026990158
-0.819212615,-0.027051499
-0.822279692,-0.02711284
-0.825346768,-0.02718645
-0.828413844,-0.027247792
-0.831787586,-0.027309133
-0.835161388,-0.027376607
-0.837921739,-0.027450217
-0.840682089,-0.027511559
-0.843749166,-0.027566766
-0.847429633,-0.027634241
-0.850496709,-0.027707851
-0.854177177,-0.027756924
-0.856017411,-0.027836667
-0.859391153,-0.027898008
-0.862764955,-0.02795935
-0.865525305,-0.028026825
-0.868592381,-0.028088167
-0.871966124,-0.028155642
-0.875339866,-0.028229252
-0.878100276,-0.028284458
-0.881167293,-0.028358068
-0.884541094,-0.028413275
-0.887301445,-0.028493019
-0.890368521,-0.028560495
-0.893128872,-0.028627969
-0.896502614,-0.028683176
-0.899876416,-0.028750652
-0.902636766,-0.028818129
-0.905703843,-0.028879469
-0.909077585,-0.028953079
-0.911837935,-0.02901442
-0.915211737,-0.029094163
-0.918278754,-0.029143237
-0.921039164,-0.02922298
-0.925026298,-0.029290456
-0.927479982,-0.029357931
-0.930547059,-0.029443808
-0.933614075,-0.029499017
-0.936987877,-0.029572625
-0.940054953,-0.029646235
-0.94312197,-0.029713711
-0.94588238,-0.029768918
-0.949256122,-0.029842528
-0.952016473,-0.029916136
-0.955083549,-0.029983612
-0.958764017,-0.030044952
-0.961217642,-0.030106295
-0.964284718,-0.030186038
-0.96765852,-0.030247379
-0.971032262,-0.030314855
-0.973792613,-0.030376196
-0.976859689,-0.030449806
-0.979620039,-0.030523416
-0.982993841,-0.030584756
-0.986674309,-0.030652232
-0.989434659,-0.030719707
-0.99219501,-0.030805584
-0.995875478,-0.030854657
-0.998635828,-0.030928267
-1.001396179,-0.031008011
-1.004463315,-0.031069351
-1.007837057,-0.031130694
-1.010904074,-0.031185901
-1.013664484,-0.031259511
-1.017344952,-0.031326987
-1.020411968,-0.031400595
-1.023172379,-0.031468071
-1.026239395,-0.031535547
-1.029306531,-0.031609155
-1.032373548,-0.031695034
-1.035440564,-0.031762507
-1.038814425,-0.031836119
-1.041574717,-0.031915862
-1.044948459,-0.031983338
-1.04832232,-0.032050811
-1.051389337,-0.032118287
-1.053843021,-0.032185763
-1.057216763,-0.03228391
-1.06028378,-0.032351386
-1.063350916,-0.032418862
-1.066111207,-0.032486334
-1.069484949,-0.032572214
-1.07285881,-0.03263969
-1.075619102,-0.03270103
-1.078686237,-0.032780774
-1.081753254,-0.03284825
-1.084820271,-0.032921858
-1.088194132,-0.03299547
-1.090954423,-0.033087481
-1.094328165,-0.033148821
-1.097088575,-0.033222429
-1.100462317,-0.033296041
-1.103529453,-0.033381917
-1.10659647,-0.033437125
-1.109663486,-0.033516869
-1.112730622,-0.033602748
-1.116104364,-0.033664089
-1.119171381,-0.033743832
-1.122545242,-0.033811308
-1.124692202,-0.033903319
-1.128986001,-0.033976927
-1.131746411,-0.034050539
-1.134200096,-0.034148686
-1.137880564,-0.034210026
-1.14094758,-0.03428977
-1.144014597,-0.034357246
-1.146775007,-0.034443121
-1.149842024,-0.034522865
-1.153215885,-0.034602609
-1.155976176,-0.034688488
-1.158736587,-0.034749828
-1.162110329,-0.034847975
-1.165177345,-0.034927718
-1.168244481,-0.035013597
-1.171924949,-0.035099473
-1.17468524,-0.035179216
-1.178059101,-0.03525896
-1.180512667,-0.035350971
-1.183579803,-0.035424583
-1.18726027,-0.035510462
-1.189713836,-0.03561474
-1.193087697,-0.035694484
-1.196154714,-0.035786495
-1.199221849,-0.035878509
-1.202288866,-0.035964385
-1.205049157,-0.036025725
-1.208423018,-0.036111604
-1.211490035,-0.036191348
-1.214557052,-0.036283359
-1.217624187,-0.036363102
-1.220691204,-0.036461249
-1.224064946,-0.03655326
-1.226825356,-0.036639139
-1.229892373,-0.036718883
-1.232959509,-0.036810894
-1.236639977,-0.03690904
-1.239706993,-0.037007187
-1.242467403,-0.037093066
-1.246147871,-0.037197344
-1.248601556,-0.037283223
-1.251668572,-0.03738137
-1.254735589,-0.037467245
-1.25810945,-0.037626732
-1.261176467,-0.037731014
-1.263936877,-0.037829161
-1.266697168,-0.037933439
-1.27007091,-0.038019318
-1.273138046,-0.038117465
-1.276205063,-0.038227879
-1.279272199,-0.038332157
-1.282645941,-0.038436439
-1.285712957,-0.038540717
-1.288473368,-0.038644999
-1.291540384,-0.038743146
-1.29460752,-0.038847424
-1.297981262,-0.038951706
-1.30166173,-0.039055984
-1.303808689,-0.039166398
-1.306875706,-0.039282948
-1.310249448,-0.039374959
-1.313009858,-0.039491508
-1.3163836,-0.039601922
-1.319450617,-0.039712336
-1.322211027,-0.039828885
-1.325278044,-0.039945435
-1.328958631,-0.040037446
-1.332025647,-0.040135592
-1.335092664,-0.040258273
-1.337853074,-0.04038709
-1.341226816,-0.04050364
-1.344293833,-0.040607918
-1.347360969,-0.040724467
-1.350427985,-0.040841017
-1.353495121,-0.041012771
-1.356255412,-0.041147724
-1.359629154,-0.041270405
-1.363003016,-0.041380819
-1.365456581,-0.0415035
-1.368523717,-0.041583244
-1.371897459,-0.041730464
-1.374964476,-0.04185928
-1.378031611,-0.041994233
-1.380485296,-0.042159855
-1.384165764,-0.042270269
-1.38723278,-0.042442024
-1.390606523,-0.042570841
-1.393366933,-0.042711925
-1.396127224,-0.042846877
-1.39919436,-0.043018632
-1.402874827,-0.043208789
-1.405941844,-0.043362141
-1.40900898,-0.043540031
-1.412075996,-0.043693386
-1.414836287,-0.043852873
-1.418210149,-0.044000093
-1.420663714,-0.044184115
-1.424344301,-0.044349737
-1.427411318,-0.044521492
-1.431091785,-0.044717785
-1.43354547,-0.044889539
-1.436305761,-0.045073565
-1.439372897,-0.045226917
-1.442439914,-0.045398671
-1.44550693,-0.045576561
-1.448880792,-0.045772854
-1.451641083,-0.045993682
-1.455014825,-0.046177708
-1.457775235,-0.046386268
-1.460842252,-0.046564158
-1.464216113,-0.046815656
-1.46728313,-0.047036484
-1.47004354,-0.04731252
-1.473110557,-0.048809245
-1.475870967,-0.050526801
-1.478324533,-0.052287295
-1.481391668,-0.054066192
-1.483845234,-0.055832822
-1.48691237,-0.057550378
-1.489365935,-0.059249531
-1.492739797,-0.060954817
-1.495193362,-0.062678508
-1.498567224,-0.064389929
-1.501327515,-0.066082947
-1.504087925,-0.067800507
-1.506541491,-0.069505788
-1.508995175,-0.071223348
-1.512062311,-0.07287956
-1.514822602,-0.074554175
-1.517583013,-0.076216526
-1.520650029,-0.077885009
-1.523717046,-0.079504415
-1.526170731,-0.081136093
-1.529237866,-0.082792312
-1.531691432,-0.084374912
-1.534451842,-0.08601886
-1.537518859,-0.087601468
-1.540279269,-0.089233145
-1.543346286,-0.090828016
-1.545493245,-0.092453562
-1.549480438,-0.094042301
-1.551627398,-0.095698513
-1.554081082,-0.09726885
-1.557148099,-0.09885145
-1.560215116,-0.100446329
-1.562975526,-0.102053471
-1.566042542,-0.103666745
-1.568496227,-0.105267748
-1.571563244,-0.106838085
-1.574016929,-0.108383887
-1.577390671,-0.110040098
-1.579844356,-0.111604303
-1.582604766,-0.113162369
-1.585671782,-0.114757247
-1.588432193,-0.116315313
-1.591499209,-0.117885649
-1.593952894,-0.119437583
-1.596713185,-0.121038593
-1.599780321,-0.122547582
-1.602847338,-0.124117918
-1.605301023,-0.125626922
-1.608061314,-0.127184987
-1.611435056,-0.128743052
-1.614195466,-0.130270451
-1.617262483,-0.131791711
-1.619716167,-0.13331911
-1.622169852,-0.134895578
-1.624930143,-0.13644138
-1.627997279,-0.137974918
-1.631371021,-0.139569789
-1.633824706,-0.141103312
-1.635971665,-0.14264299
-1.639345407,-0.144207194
-1.642412424,-0.145691648
-1.64547956,-0.147163838
-1.647933125,-0.14866057
-1.651000261,-0.150200233
-1.654067278,-0.151739895
-1.656520963,-0.153285697
-1.659281254,-0.15477629
-1.66234839,-0.156254619
-1.665722132,-0.157837212
-1.667869091,-0.159340084
-1.671242833,-0.160904273
